"noc","country_name","year","age_0_4","age_5_14","age_15_24","age_25_64","age_65_plus","total_population","child_population","youth_population","working_age_population","elderly_population","child_proportion","youth_proportion","working_age_proportion","elderly_proportion"
"SYC","Seychelles",1956,5974,8423,6632,16331,3257,40617,14397,21029,22963,3257,0.354457493167885,0.517738877809784,0.565354408252702,0.0801880985794126
"SYC","Seychelles",1960,7038,9637,7055,16895,2622,43247,16675,23730,23950,2622,0.38557587809559,0.548708580942031,0.553795639003862,0.060628482900548
"SYC","Seychelles",1964,7796,11477,7266,17898,2726,47163,19273,26539,25164,2726,0.408646608570278,0.562708055043148,0.533553845175243,0.0577995462544791
"SYC","Seychelles",1968,8452,13925,7923,18570,3034,51904,22377,30300,26493,3034,0.43112284217016,0.583770036991369,0.510423088779285,0.0584540690505549
"SYC","Seychelles",1972,8279,16211,9674,19325,3424,56913,24490,34164,28999,3424,0.430305905504893,0.60028464498445,0.509532092843463,0.0601620016516437
"SYC","Seychelles",1976,8438,16983,12500,20975,3866,62762,25421,37921,33475,3866,0.405038080367101,0.604203180268315,0.533364137535451,0.0615977820974475
"SYC","Seychelles",1980,8018,16541,14759,22696,4267,66281,24559,39318,37455,4267,0.370528507415398,0.593201671670615,0.565094069190266,0.0643774233943362
"SYC","Seychelles",1984,8076,15947,15352,25121,4607,69103,24023,39375,40473,4607,0.3476404787057,0.569801600509385,0.585690925140732,0.0666685961535679
"SYC","Seychelles",1988,8226,15872,15195,27882,5053,72228,24098,39293,43077,5053,0.333637924350667,0.544013402004763,0.59640305698621,0.0699590186631223
"SYC","Seychelles",1992,8027,15760,14813,31758,5269,75627,23787,38600,46571,5269,0.314530524812567,0.510399724965951,0.6157985904505,0.0696708847369326
"SYC","Seychelles",1996,7945,15590,14873,34803,5689,78900,23535,38408,49676,5689,0.29828897338403,0.486793409378961,0.629607097591888,0.0721039290240811
"SYC","Seychelles",2000,7438,15572,15286,38851,6190,83337,23010,38296,54137,6190,0.276107851254545,0.459531780601654,0.649615416921655,0.0742767318237997
"SYC","Seychelles",2004,7173,15325,15524,43671,6478,88171,22498,38022,59195,6478,0.255163262297127,0.431230223089224,0.67136586859625,0.0734708691066224
"SYC","Seychelles",2008,7214,14500,15800,48325,6720,92559,21714,37514,64125,6720,0.234596311541827,0.405298242202271,0.692801348329174,0.0726023401289988
"SYC","Seychelles",2012,7668,14187,16552,54112,7043,99562,21855,38407,70664,7043,0.219511460195657,0.385759627166991,0.709748699302947,0.0707398405013961
"SYC","Seychelles",2016,8284,14970,17343,61442,7793,109832,23254,40597,78785,7793,0.211723359312404,0.369628159370675,0.717322820307379,0.0709538203802171
"SYC","Seychelles",2020,8618,16149,16438,69971,9120,120296,24767,41205,86409,9120,0.205883819910886,0.342530092438651,0.718303185475826,0.0758129946132872
"SYR","Syria",1952,660989,879968,682424,1286535,255308,3765224,1540957,2223381,1968959,255308,0.409260378665386,0.59050430996934,0.522932765753113,0.0678068555815006
"SYR","Syria",1956,758909,1037004,726264,1394952,243489,4160618,1795913,2522177,2121216,243489,0.431645731475468,0.606202492033635,0.509831952849312,0.0585223156752194
"SYR","Syria",1960,881969,1233758,791864,1530315,235581,4673487,2115727,2907591,2322179,235581,0.452708438046367,0.622145947982737,0.496883590346994,0.0504079716066398
"SYR","Syria",1964,1012319,1441772,915268,1669412,230308,5269079,2454091,3369359,2584680,230308,0.465753312865493,0.639458812441415,0.490537340586467,0.04370934654804
"SYR","Syria",1968,1157481,1698641,1068584,1827298,226722,5978726,2856122,3924706,2895882,226722,0.477714148465743,0.656445202539805,0.484364394688768,0.0379214568454885
"SYR","Syria",1972,1330520,1971019,1260298,2039052,225128,6826017,3301539,4561837,3299350,225128,0.483669905890946,0.668301441382288,0.483349221075775,0.0329808730332784
"SYR","Syria",1976,1523070,2279047,1464493,2309861,240831,7817302,3802117,5266610,3774354,240831,0.486372024516899,0.673711978889903,0.482820543456041,0.03080743202706
"SYR","Syria",1980,1736401,2627659,1699990,2633882,259716,8957648,4364060,6064050,4333872,259716,0.487188154747764,0.676968999005096,0.483818073672911,0.0289937715793253
"SYR","Syria",1984,1911378,3030604,2007617,3020323,288468,10258390,4941982,6949599,5027940,288468,0.481750255156998,0.677455136722234,0.490129542745012,0.02812020209799
"SYR","Syria",1988,2129552,3436579,2373018,3503674,339427,11782250,5566131,7939149,5876692,339427,0.472416643680112,0.673822826709669,0.498775021748817,0.0288083345710709
"SYR","Syria",1992,2261480,3852586,2769519,4095234,406731,13385550,6114066,8883585,6864753,406731,0.456766139605769,0.663669778231003,0.512848033887289,0.0303858265069422
"SYR","Syria",1996,2363109,4214227,3165770,4794854,480127,15018087,6577336,9743106,7960624,480127,0.437960973325031,0.648758127449921,0.530069109334631,0.0319699173403377
"SYR","Syria",2000,2464903,4498206,3540963,5581788,551998,16637858,6963109,10504072,9122751,551998,0.41850994280634,0.631335596204752,0.54831282969238,0.0331772275012805
"SYR","Syria",2004,2568109,4698458,3933184,6510485,626615,18336851,7266567,11199751,10443669,626615,0.396282164260374,0.610778317389393,0.569545392499508,0.0341724432401179
"SYR","Syria",2008,2848527,4996410,4654568,8407792,729235,21636532,7844937,12499505,13062360,729235,0.362578300441124,0.577703718876944,0.603717823170552,0.0337038763883232
"SYR","Syria",2012,3096937,5216516,4449844,9185325,811098,22759720,8313453,12763297,13635169,811098,0.365270442694374,0.560784447260335,0.599092124156185,0.0356374331494412
"SYR","Syria",2016,2329037,5385053,3489866,7165993,823854,19193803,7714090,11203956,10655859,823854,0.401905239936036,0.583727779221241,0.555171843745609,0.0429229163183555
"SYR","Syria",2020,1943063,5337610,4661281,8150233,957200,21049387,7280673,11941954,12811514,957200,0.345885274473789,0.567330250519885,0.608640717185731,0.0454740083404804
"TCA","Turks and Caicos Islands",1952,921,1223,802,1816,276,5038,2144,2946,2618,276,0.425565700674871,0.584755855498214,0.519650655021834,0.054783644303295
"TCA","Turks and Caicos Islands",1956,991,1331,796,1870,283,5271,2322,3118,2666,283,0.440523619806488,0.591538607474862,0.505786378296338,0.0536900018971732
"TCA","Turks and Caicos Islands",1960,980,1566,813,1957,304,5620,2546,3359,2770,304,0.453024911032028,0.597686832740214,0.49288256227758,0.0540925266903915
"TCA","Turks and Caicos Islands",1964,972,1580,880,1948,301,5681,2552,3432,2828,301,0.449216687202957,0.604118993135011,0.497799683154374,0.0529836296426685
"TCA","Turks and Caicos Islands",1968,924,1692,877,1884,302,5679,2616,3493,2761,302,0.460644479661912,0.615073076245818,0.486177143863356,0.0531783764747315
"TCA","Turks and Caicos Islands",1972,910,1792,1027,1874,333,5936,2702,3729,2901,333,0.455188679245283,0.628200808625337,0.488712938005391,0.0560983827493261
"TCA","Turks and Caicos Islands",1976,961,1934,1291,2117,374,6677,2895,4186,3408,374,0.433577954171035,0.626928261195148,0.510408866257301,0.0560131795716639
"TCA","Turks and Caicos Islands",1980,1002,2110,1544,2518,410,7584,3112,4656,4062,410,0.410337552742616,0.613924050632911,0.535601265822785,0.0540611814345992
"TCA","Turks and Caicos Islands",1984,1101,2142,2047,3384,453,9127,3243,5290,5431,453,0.355319382053249,0.579598992001753,0.595047660786677,0.0496329571600745
"TCA","Turks and Caicos Islands",1988,1241,2152,2311,4558,538,10800,3393,5704,6869,538,0.314166666666667,0.528148148148148,0.636018518518519,0.0498148148148148
"TCA","Turks and Caicos Islands",1992,1479,2365,2639,5939,570,12992,3844,6483,8578,570,0.295874384236453,0.498999384236453,0.660252463054187,0.0438731527093596
"TCA","Turks and Caicos Islands",1996,1747,2750,2887,7787,615,15786,4497,7384,10674,615,0.284872671987837,0.467756239706069,0.676168757126568,0.0389585708855948
"TCA","Turks and Caicos Islands",2000,1952,3235,2785,10024,758,18754,5187,7972,12809,758,0.276580996054175,0.425082649034873,0.683000959795244,0.0404180441505812
"TCA","Turks and Caicos Islands",2004,2229,3668,3343,12616,1025,22881,5897,9240,15959,1025,0.257724749792404,0.403828503998951,0.697478257069184,0.0447969931384118
"TCA","Turks and Caicos Islands",2008,2184,4378,3524,15799,1567,27452,6562,10086,19323,1567,0.239035407256302,0.36740492495993,0.703883141483316,0.0570814512603818
"TCA","Turks and Caicos Islands",2012,2203,4583,3815,19221,2330,32152,6786,10601,23036,2330,0.211059965165464,0.329715103259517,0.716471759144066,0.0724682756904703
"TCA","Turks and Caicos Islands",2016,2250,4722,4883,23151,3334,38340,6972,11855,28034,3334,0.181846635367762,0.309207094418362,0.731194574856547,0.0869587897756912
"TCA","Turks and Caicos Islands",2020,2568,4834,5476,27047,4478,44403,7402,12878,32523,4478,0.166700448167917,0.290025448730942,0.732450510100669,0.100849041731415
"TCD","Chad",1952,428553,589430,466358,1021144,110826,2616311,1017983,1484341,1487502,110826,0.389090975805246,0.567341191471503,0.568549381170664,0.04235964302409
"TCD","Chad",1956,476783,650040,496220,1079101,115515,2817659,1126823,1623043,1575321,115515,0.399914609965223,0.576025345863357,0.559088590918915,0.0409967991158618
"TCD","Chad",1960,515834,734446,530849,1147316,121397,3049842,1250280,1781129,1678165,121397,0.409949105560222,0.584006974787546,0.550246537361608,0.0398043570781699
"TCD","Chad",1964,560928,825519,571806,1217020,132208,3307481,1386447,1958253,1788826,132208,0.41918517445754,0.592067800238308,0.540842411490799,0.0399724140516605
"TCD","Chad",1968,616360,899882,641421,1278376,142189,3578228,1516242,2157663,1919797,142189,0.423741024887179,0.602997628994016,0.536521708510469,0.0397372666023518
"TCD","Chad",1972,696703,986162,719366,1338799,152223,3893253,1682865,2402231,2058165,152223,0.43225164149363,0.617024118391484,0.528649178463357,0.0390991800430129
"TCD","Chad",1976,799942,1095976,787222,1405841,162317,4251298,1895918,2683140,2193063,162317,0.445962150853692,0.631134302982289,0.515857274648825,0.0381805744974829
"TCD","Chad",1980,862333,1243422,822031,1417225,170450,4515461,2105755,2927786,2239256,170450,0.466343303596244,0.648391382408131,0.495908612653282,0.0377480837504742
"TCD","Chad",1984,940867,1406485,954792,1557854,185104,5045102,2347352,3302144,2512646,185104,0.465273447395117,0.654524725169085,0.498036709664146,0.0366898429407374
"TCD","Chad",1988,1091987,1543555,1093384,1697037,199613,5625576,2635542,3728926,2790421,199613,0.468492826334583,0.662852301702084,0.496024051581562,0.0354831220838542
"TCD","Chad",1992,1302148,1734393,1277108,1945321,215644,6474614,3036541,4313649,3222429,215644,0.468991819435105,0.666240334945064,0.497702102395602,0.0333060781692932
"TCD","Chad",1996,1521109,2022721,1429437,2208287,228505,7410059,3543830,4973267,3637724,228505,0.478245854722614,0.671150796505129,0.490917008892912,0.0308371363844741
"TCD","Chad",2000,1754492,2396467,1572683,2547854,240569,8512065,4150959,5723642,4120537,240569,0.487655933078519,0.672415212994732,0.484081947212574,0.0282621197089073
"TCD","Chad",2004,1999442,2829097,1825728,3009581,256124,9919972,4828539,6654267,4835309,256124,0.486749256953548,0.670794937727647,0.48743171855727,0.025819024489182
"TCD","Chad",2008,2327709,3261376,2152693,3466426,268042,11476246,5589085,7741778,5619119,268042,0.487013349138734,0.674591499694238,0.489630407016371,0.0233562438448949
"TCD","Chad",2012,2651403,3782115,2513523,3980925,283002,13210968,6433518,8947041,6494448,283002,0.486983088597293,0.677243408658624,0.491595165471599,0.0214217459311082
"TCD","Chad",2016,2966438,4366085,2908760,4563275,310068,15114626,7332523,10241283,7472035,310068,0.4851276505287,0.677574357446886,0.494357915306671,0.0205144341646297
"TCD","Chad",2020,3254062,5007913,3354368,5255623,352691,17224657,8261975,11616343,8609991,352691,0.479659769132123,0.674401992446061,0.499864293378962,0.0204759374889149
"TGO","Togo",1952,257309,355342,262531,514332,60412,1449926,612651,875182,776863,60412,0.422539495119061,0.603604597751885,0.535794930224025,0.0416655746569135
"TGO","Togo",1956,280477,393068,280236,543534,60326,1557641,673545,953781,823770,60326,0.432413502212641,0.612324020746757,0.528857419649329,0.0387290781380305
"TGO","Togo",1960,302245,434120,301482,575937,59334,1673118,736365,1037847,877419,59334,0.44011540130463,0.620307115218413,0.524421469376338,0.0354631293190319
"TGO","Togo",1964,329922,472657,330449,611470,58950,1803448,802579,1133028,941919,58950,0.445024752585048,0.628256539695073,0.522287861917837,0.0326873854971144
"TGO","Togo",1968,386345,547400,389351,693269,63861,2080226,933745,1323096,1082620,63861,0.448867094248413,0.636034738533217,0.520433837477274,0.0306990682743125
"TGO","Togo",1972,447945,634181,448592,783714,70566,2384998,1082126,1530718,1232306,70566,0.453721973771047,0.6418110203866,0.516690580034029,0.0295874461949234
"TGO","Togo",1976,499719,711283,494000,855805,76994,2637801,1211002,1705002,1349805,76994,0.459095284291726,0.646372489812537,0.51171600890287,0.0291887068054034
"TGO","Togo",1980,548124,800667,547302,939111,85703,2920907,1348791,1896093,1486413,85703,0.461771292273256,0.649145282612558,0.508887479128914,0.0293412285978294
"TGO","Togo",1984,609015,925624,632474,1067162,98563,3332838,1534639,2167113,1699636,98563,0.460460124374482,0.650230524255904,0.509966581033942,0.0295732945915763
"TGO","Togo",1988,669101,1047174,731324,1210468,111685,3769752,1716275,2447599,1941792,111685,0.455275307235065,0.649273214789726,0.515098075417163,0.0296266173477725
"TGO","Togo",1992,732038,1161218,842213,1374234,123916,4233619,1893256,2735469,2216447,123916,0.447195649868351,0.646130178459611,0.523534829185149,0.0292695209464999
"TGO","Togo",1996,766220,1237422,928896,1514595,130731,4577864,2003642,2932538,2443491,130731,0.437680542715992,0.640590895666625,0.533762252439129,0.0285572048448796
"TGO","Togo",2000,832669,1358445,1049641,1755866,143417,5140038,2191114,3240755,2805507,143417,0.42628361891488,0.630492420484051,0.545814447286187,0.027901933798933
"TGO","Togo",2004,920951,1473608,1147660,1997590,156704,5696513,2394559,3542219,3145250,156704,0.420355224327584,0.621822332363676,0.552136017244233,0.0275087584281823
"TGO","Togo",2008,1031965,1615592,1263232,2284026,173996,6368811,2647557,3910789,3547258,173996,0.415706636607681,0.614053235368423,0.556973350284692,0.0273200131076272
"TGO","Togo",2012,1162031,1794056,1370681,2577196,196778,7100742,2956087,4326768,3947877,196778,0.416306774700447,0.609340263313327,0.555980910164036,0.0277123151355168
"TGO","Togo",2016,1224055,2025805,1491441,2890596,226400,7858297,3249860,4741301,4382037,226400,0.413557797573698,0.603349682507546,0.557631888944895,0.028810313481407
"TGO","Togo",2020,1295929,2235998,1644995,3229523,263276,8669721,3531927,5176922,4874518,263276,0.407386466069669,0.597126712612782,0.562246236066882,0.0303672978634491
"THA","Thailand",1952,3679145,5401559,4351542,7425483,669461,21527190,9080704,13432246,11777025,669461,0.421824864276294,0.62396652791191,0.547076743411472,0.031098392312234
"THA","Thailand",1956,4329040,5964415,4730291,8268419,704976,23997141,10293455,15023746,12998710,704976,0.428945056413179,0.626063996540255,0.541677443992182,0.0293774995946392
"THA","Thailand",1960,4875857,7009025,5007671,9202884,756244,26851681,11884882,16892553,14210555,756244,0.442612214855375,0.62910597664258,0.529224036290316,0.0281637488543082
"THA","Thailand",1964,5462220,8226055,5388653,10303498,851641,30232067,13688275,19076928,15692151,851641,0.452773374708385,0.631016331102997,0.519056503811003,0.028170121480612
"THA","Thailand",1968,5992636,9379107,6242178,11420333,968247,34002501,15371743,21613921,17662511,968247,0.452076833995241,0.635656800657105,0.519447407706862,0.028475758297897
"THA","Thailand",1972,6137869,10553478,7411349,12707139,1123978,37933813,16691347,24102696,20118488,1123978,0.440012371021073,0.635388169388614,0.530357652155875,0.0296299768230523
"THA","Thailand",1976,6048012,11474701,8634237,14431398,1307968,41896316,17522713,26156950,23065635,1307968,0.418239947397762,0.624325776041979,0.55054088765227,0.0312191649499684
"THA","Thailand",1980,5786555,11876406,9828752,16658023,1500041,45649777,17662961,27491713,26486775,1500041,0.386923270183773,0.602231047043231,0.580216963600939,0.0328597662152873
"THA","Thailand",1984,5576946,11730578,10999603,19331624,1712587,49351338,17307524,28307127,30331227,1712587,0.350700197834555,0.573583780038547,0.614597865614099,0.0347019365513454
"THA","Thailand",1988,5269494,11432237,11753663,22531261,1982468,52969123,16701731,28455394,34284924,1982468,0.315310695251647,0.537207195218241,0.647262443820337,0.0374268609280165
"THA","Thailand",1992,5206931,10928858,11635450,26364870,2392256,56528365,16135789,27771239,38000320,2392256,0.285445881903713,0.491279714175352,0.672234549858288,0.0423195682379987
"THA","Thailand",1996,5093809,10743378,10955475,30128293,2998351,59919306,15837187,26792662,41083768,2998351,0.264308585283014,0.447145732962929,0.685651599502838,0.0500398152141482
"THA","Thailand",2000,4857257,10504840,10717747,33073262,3853301,63006407,15362097,26079844,43791009,3853301,0.243818013618837,0.4139236823963,0.695024698043804,0.0611572883373591
"THA","Thailand",2004,4603118,10157614,10724539,35252580,4711497,65449348,14760732,25485271,45977119,4711497,0.225529091596145,0.389389226612311,0.702483988075786,0.0719869203280681
"THA","Thailand",2008,4367665,9794578,10263236,37696723,5493671,67615873,14162243,24425479,47959959,5493671,0.209451455281809,0.361238832189595,0.709300299945843,0.0812482447723481
"THA","Thailand",2012,4128920,9221161,10231488,39499469,6350409,69431447,13350081,23581569,49730957,6350409,0.192277153607356,0.339638161365123,0.716259838283365,0.0914630081092794
"THA","Thailand",2016,3872141,8694510,10037439,40616003,7632833,70852926,12566651,22604090,50653442,7632833,0.177362484648834,0.319028320721716,0.714909670773512,0.107727844577654
"THA","Thailand",2020,3397329,8185045,9583036,41235765,9230164,71631339,11582374,21165410,50818801,9230164,0.161694227159428,0.295476955973139,0.709449267729031,0.128856505111541
"TJK","Tajikistan",1952,242210,322314,362131,645498,73406,1645559,564524,926655,1007629,73406,0.343059106358386,0.563124749705115,0.612332344206437,0.0446085494351767
"TJK","Tajikistan",1956,319192,338974,378950,743336,84972,1865424,658166,1037116,1122286,84972,0.352823808421035,0.555967972964859,0.601625153316351,0.0455510382626148
"TJK","Tajikistan",1960,382789,466062,341569,831275,90433,2112128,848851,1190420,1172844,90433,0.401893729925459,0.563611675049997,0.555290209684262,0.0428160603902794
"TJK","Tajikistan",1964,445369,617269,312866,932927,102829,2411260,1062638,1375504,1245793,102829,0.440698224164959,0.570450303990445,0.516656436883621,0.0426453389514196
"TJK","Tajikistan",1968,486599,743485,395657,1009210,118883,2753834,1230084,1625741,1404867,118883,0.446680518869329,0.590355482574476,0.510149486134604,0.0431699949960673
"TJK","Tajikistan",1972,533261,854966,545125,1059077,131253,3123682,1388227,1933352,1604202,131253,0.444420078612356,0.618933681469497,0.513561239588409,0.0420186817992356
"TJK","Tajikistan",1976,600226,949074,680954,1169270,140539,3540063,1549300,2230254,1850224,140539,0.437647578588291,0.630004042300942,0.522652845443711,0.0396995759679983
"TJK","Tajikistan",1980,675854,1050118,795618,1324028,149629,3995247,1725972,2521590,2119646,149629,0.432006331523433,0.631147460970498,0.530541916432201,0.0374517520443667
"TJK","Tajikistan",1984,761733,1179321,885264,1502530,151178,4480026,1941054,2826318,2387794,151178,0.433268467638357,0.630870892267143,0.532986638916828,0.0337448934448148
"TJK","Tajikistan",1988,925099,1282116,1004403,1723215,180148,5114981,2207215,3211618,2727618,180148,0.431519686974399,0.62788463925868,0.533260631857675,0.0352196811679261
"TJK","Tajikistan",1992,1026895,1474118,1055387,1893606,199384,5649390,2501013,3556400,2948993,199384,0.442704964606798,0.629519293233429,0.522002021457184,0.0352930139360179
"TJK","Tajikistan",1996,999226,1715412,1105226,2023929,222722,6066515,2714638,3819864,3129155,222722,0.447478989172532,0.629663653679254,0.515807675411666,0.036713335415803
"TJK","Tajikistan",2000,894408,1762345,1260444,2140124,227407,6284728,2656753,3917197,3400568,227407,0.422731580427984,0.623288231407946,0.541084355599797,0.0361840639722196
"TJK","Tajikistan",2004,888728,1776987,1481606,2397017,246195,6790533,2665715,4147321,3878623,246195,0.392563440896318,0.610750437410436,0.571180936754155,0.0362556223495269
"TJK","Tajikistan",2008,980673,1753850,1650837,2702168,250855,7338383,2734523,4385360,4353005,250855,0.37263290836687,0.597592139848792,0.593183130398073,0.0341839612350568
"TJK","Tajikistan",2012,1137029,1800369,1716650,3118648,241370,8014066,2937398,4654048,4835298,241370,0.36653029810336,0.580734922821948,0.60335140738796,0.0301182945086801
"TJK","Tajikistan",2016,1267630,1948237,1751577,3633549,264611,8865604,3215867,4967444,5385126,264611,0.362735240599512,0.560305197480059,0.607417836393324,0.0298469230071634
"TJK","Tajikistan",2020,1325690,2227395,1773950,4104440,317819,9749294,3553085,5327035,5878390,317819,0.364445363941225,0.546402129220844,0.602955455030898,0.0325991810278775
"TKL","Tokelau",1952,255,394,249,601,87,1586,649,898,850,87,0.409205548549811,0.566204287515763,0.5359394703657,0.0548549810844893
"TKL","Tokelau",1956,263,435,275,574,78,1625,698,973,849,78,0.429538461538462,0.598769230769231,0.522461538461538,0.048
"TKL","Tokelau",1960,334,473,317,599,82,1805,807,1124,916,82,0.447091412742382,0.622714681440443,0.507479224376731,0.0454293628808864
"TKL","Tokelau",1964,367,532,268,645,98,1910,899,1167,913,98,0.470680628272251,0.610994764397906,0.478010471204188,0.0513089005235602
"TKL","Tokelau",1968,314,586,238,610,96,1844,900,1138,848,96,0.488069414316703,0.617136659436009,0.459869848156182,0.052060737527115
"TKL","Tokelau",1972,269,540,233,519,102,1663,809,1042,752,102,0.486470234515935,0.626578472639808,0.452194828622971,0.0613349368610944
"TKL","Tokelau",1976,251,520,264,532,93,1660,771,1035,796,93,0.464457831325301,0.623493975903614,0.479518072289157,0.0560240963855422
"TKL","Tokelau",1980,231,499,292,562,95,1679,730,1022,854,95,0.434782608695652,0.608695652173913,0.508636092912448,0.0565812983918999
"TKL","Tokelau",1984,232,480,315,625,96,1748,712,1027,940,96,0.407322654462243,0.587528604118993,0.537757437070938,0.0549199084668192
"TKL","Tokelau",1988,250,441,340,650,106,1787,691,1031,990,106,0.386681589255736,0.576944599888081,0.55400111919418,0.0593172915500839
"TKL","Tokelau",1992,286,458,261,666,126,1797,744,1005,927,126,0.414023372287145,0.559265442404007,0.515859766277129,0.0701168614357262
"TKL","Tokelau",1996,266,439,258,705,127,1795,705,963,963,127,0.392757660167131,0.536490250696379,0.536490250696379,0.0707520891364903
"TKL","Tokelau",2000,256,471,269,749,121,1866,727,996,1018,121,0.389603429796356,0.533762057877814,0.545551982851018,0.0648445873526259
"TKL","Tokelau",2004,193,437,245,717,134,1726,630,875,962,134,0.365005793742758,0.506952491309386,0.557358053302433,0.0776361529548088
"TKL","Tokelau",2008,154,359,252,670,150,1585,513,765,922,150,0.323659305993691,0.482649842271293,0.581703470031546,0.0946372239747634
"TKL","Tokelau",2012,161,332,323,714,151,1681,493,816,1037,151,0.293277810826889,0.485425342058299,0.616894705532421,0.0898274836406901
"TKL","Tokelau",2016,158,346,301,737,161,1703,504,805,1038,161,0.295948326482678,0.47269524368761,0.6095126247798,0.094539048737522
"TKL","Tokelau",2020,196,434,368,984,170,2152,630,998,1352,170,0.29275092936803,0.463754646840149,0.628252788104089,0.078996282527881
"TKM","Turkmenistan",1952,187751,264496,276185,516447,75647,1320526,452247,728432,792632,75647,0.342474892580684,0.551622610989863,0.600239601492133,0.0572855059271836
"TKM","Turkmenistan",1956,241849,276691,289808,566838,82017,1457203,518540,808348,856646,82017,0.355846096940509,0.55472573141834,0.587870049677361,0.05628385338213
"TKM","Turkmenistan",1960,304038,359758,274581,623794,81285,1643456,663796,938377,898375,81285,0.403902507885821,0.570977866155224,0.546637695198411,0.0494597969157677
"TKM","Turkmenistan",1964,349744,478215,251563,697223,83251,1859996,827959,1079522,948786,83251,0.445140204602591,0.580389420192301,0.510101096991606,0.044758698405803
"TKM","Turkmenistan",1968,364881,583963,304499,738358,91371,2083072,948844,1253343,1042857,91371,0.455502258203269,0.601680114753595,0.500634159548974,0.0438635822477572
"TKM","Turkmenistan",1972,371289,663855,410550,764729,101003,2311426,1035144,1445694,1175279,101003,0.447837828249747,0.62545545477121,0.50846490434909,0.0436972674011627
"TKM","Turkmenistan",1976,398669,700819,519792,828922,110318,2558520,1099488,1619280,1348714,110318,0.429735941090943,0.632897143661179,0.527146162625268,0.0431178962837891
"TKM","Turkmenistan",1980,440166,729386,616743,926576,119325,2832196,1169552,1786295,1543319,119325,0.412948821338636,0.630710233331309,0.544919560651876,0.042131618009488
"TKM","Turkmenistan",1984,494644,787753,673319,1081161,117195,3154072,1282397,1955716,1754480,117195,0.406584567505117,0.620060670777332,0.556258703035314,0.0371567294595685
"TKM","Turkmenistan",1988,591018,872822,704637,1265419,125458,3559354,1463840,2168477,1970056,125458,0.411265639776207,0.609233304695178,0.553486952969556,0.0352474072542377
"TKM","Turkmenistan",1992,611017,1011762,748640,1428851,144410,3944680,1622779,2371419,2177491,144410,0.411384193394648,0.601168916109799,0.552007006905503,0.0366087996998489
"TKM","Turkmenistan",1996,570256,1142145,803348,1580051,168009,4263809,1712401,2515749,2383399,168009,0.401612970937488,0.59002384956737,0.558983528577382,0.0394035004851296
"TKM","Turkmenistan",2000,527379,1181881,922026,1767508,183870,4582664,1709260,2631286,2689534,183870,0.372983923761375,0.574182615177547,0.586893125919771,0.0401229503188538
"TKM","Turkmenistan",2004,533197,1153781,1070408,1993246,207443,4958075,1686978,2757386,3063654,207443,0.340248584380027,0.556140437569016,0.617911992053367,0.041839423566606
"TKM","Turkmenistan",2008,556946,1115158,1182467,2275323,215120,5345014,1672104,2854571,3457790,215120,0.312834353661188,0.534062399088197,0.646918791980713,0.040246854358099
"TKM","Turkmenistan",2012,655425,1071260,1233395,2639225,209219,5808524,1726685,2960080,3872620,209219,0.297267429729136,0.509609670201931,0.666713264850072,0.0360193054207919
"TKM","Turkmenistan",2016,771099,1130754,1219567,3010234,228363,6360017,1901853,3121420,4229801,228363,0.299032691264819,0.490787996321393,0.665061272634963,0.035906036100218
"TKM","Turkmenistan",2020,824416,1345857,1119941,3395761,263917,6949892,2170273,3290214,4515702,263917,0.312274349011467,0.473419443064727,0.649751391820189,0.0379742591683439
"TLS","East Timor",1952,67744,113939,79933,147541,13271,422428,181683,261616,227474,13271,0.430092228734838,0.61931500752791,0.538491766644257,0.0314160046209058
"TLS","East Timor",1956,65332,118327,88821,157197,13026,442703,183659,272480,246018,13026,0.414858268410198,0.615491650158232,0.555717941825558,0.0294237897642437
"TLS","East Timor",1960,71522,116209,99915,168601,11883,468130,187731,287646,268516,11883,0.401023220045714,0.614457522483071,0.573592805417299,0.0253839745369876
"TLS","East Timor",1964,78266,115038,108978,183980,12402,498664,193304,302282,292958,12402,0.387643784191359,0.606183722907609,0.587485761955946,0.0248704538526944
"TLS","East Timor",1968,84391,125480,108798,201166,14045,533880,209871,318669,309964,14045,0.393105192178018,0.596892560125871,0.580587397917135,0.0263074099048475
"TLS","East Timor",1972,89375,138365,107302,222416,15517,572975,227740,335042,329718,15517,0.397469348575418,0.584741044548191,0.575449190627863,0.0270814607967189
"TLS","East Timor",1976,87210,149581,113245,241638,15958,607632,236791,350036,354883,15958,0.389694749453617,0.576065776654291,0.584042644232035,0.0262626063143482
"TLS","East Timor",1980,90670,152602,128556,261911,16138,649877,243272,371828,390467,16138,0.374335451169991,0.572151345562314,0.600832157469798,0.0248323913602112
"TLS","East Timor",1984,116123,153507,138993,260934,17229,686786,269630,408623,399927,17229,0.392596820552545,0.594978639634471,0.582316762426724,0.0250864170207313
"TLS","East Timor",1988,131265,170622,144436,267398,17032,730753,301887,446323,411834,17032,0.413117701877379,0.610771355026938,0.563574833083135,0.0233074650394867
"TLS","East Timor",1992,138880,201339,146056,295651,17397,799323,340219,486275,441707,17397,0.42563394272403,0.608358573442776,0.552601388925378,0.0217646683505917
"TLS","East Timor",1996,148171,235402,154739,333822,20155,892289,383573,538312,488561,20155,0.429875298249782,0.603293327610225,0.547536728571124,0.0225879731790933
"TLS","East Timor",2000,122631,194804,134256,275741,17663,745095,317435,451691,409997,17663,0.426032921976392,0.606219341157839,0.550261376066139,0.0237057019574685
